token_id,fold
670735_11_11,1
670735_12_1,6
670735_12_6,1
670735_12_8,4
670735_12_10,4
670735_13_3,6
670735_13_5,4
670735_13_8,8
670735_13_9,8
670735_13_10,5
670735_13_11,5
670735_13_13,5
670735_13_15,5
670735_13_17,7
670735_13_19,3
670735_14_2,5
670735_14_5,7
670735_14_9,3
670735_14_10,3
670735_14_15,5
670735_15_3,5
670735_15_5,3
670735_15_6,6
670735_15_9,5
670735_15_12,0
670735_15_13,5
670735_15_16,2
670735_15_18,5
670735_16_3,2
670735_17_1,9
670735_17_2,7
670735_17_5,6
670735_17_6,4
670735_18_3,3
670735_18_6,6
670735_18_9,5
670735_18_10,9
670735_18_16,0
670735_18_18,8
670735_18_21,1
670735_18_24,3
670735_18_25,7
670735_18_27,4
670735_18_28,5
670735_18_29,5
670735_19_2,2
670735_19_6,4
670735_19_7,9
670735_19_11,6
670735_19_13,8
670735_19_15,1
670735_19_18,6
670735_19_19,6
670735_20_3,7
670735_20_6,8
670735_20_7,1
670735_20_11,0
670735_20_12,2
670735_20_13,2
670735_20_16,6
670735_20_17,2
670735_20_19,5
670735_20_20,0
670735_21_4,8
670735_21_6,8
670735_21_10,8
670735_21_11,0
670735_21_13,4
670735_21_16,1
670735_21_17,0
670735_21_20,5
670735_21_26,0
670735_21_27,4
670735_21_29,3
670735_21_30,0
670735_22_2,7
670735_22_4,5
670735_22_6,1
670735_22_7,4
670735_22_8,6
670735_22_11,4
670735_22_12,4
670735_23_3,5
670735_23_4,8
670735_23_7,8
670735_23_8,4
670735_23_10,5
670735_23_11,8
670735_23_13,5
670735_23_14,6
670735_23_16,1
670735_23_19,8
670735_23_22,0
670735_23_23,2
670735_24_1,9
670735_24_6,4
670735_24_9,8
670735_24_13,2
670735_24_15,0
670735_24_18,8
670735_24_19,2
670735_24_22,5
670735_24_24,1
670735_24_26,3
670735_24_28,9
670735_24_29,7
670735_25_1,9
670735_25_4,7
670735_25_6,7
670735_25_8,0
670735_25_9,9
670735_25_10,3
670735_25_13,9
670735_25_14,5
670735_25_17,7
670735_25_19,9
670735_25_21,4
670735_25_22,0
670735_25_24,0
670735_25_27,9
670735_25_28,3
670735_26_1,3
670735_26_5,8
670735_26_7,2
670735_26_8,8
670735_26_10,6
670735_26_12,0
743600_1_4,6
743600_1_6,5
743600_1_9,7
743600_1_11,7
743600_1_15,2
743600_1_16,3
743600_1_20,8
743600_1_21,1
743600_1_23,6
743600_1_24,1
743600_2_2,0
743600_2_3,6
743600_2_5,7
743600_2_8,6
743600_2_11,6
743600_3_4,0
743600_3_5,4
743600_3_8,9
743600_3_9,8
743600_4_1,7
743600_4_4,9
743600_4_5,4
743600_4_6,1
743600_4_9,4
743600_4_10,4
743600_4_12,9
743600_4_13,3
743600_5_1,8
743600_5_5,0
743600_5_6,2
743600_5_8,9
743600_5_13,1
743600_5_18,1
743600_5_19,2
743600_6_3,2
743600_6_7,6
743600_6_9,6
743600_6_11,0
743600_6_16,8
743600_6_17,8
743600_6_20,7
743600_6_22,9
743600_6_23,6
743600_7_4,8
743600_7_7,0
743600_7_9,6
743600_7_13,3
743600_7_16,0
743600_7_17,6
743600_7_21,8
743600_7_25,0
743600_7_27,4
743600_7_28,3
743600_7_32,3
743600_8_1,4
743600_8_4,5
743600_8_6,1
743600_8_7,1
743600_8_11,7
743600_8_13,3
743600_8_14,9
743600_8_16,0
743600_8_19,2
743600_8_20,0
743600_9_1,4
743600_9_2,6
743600_9_4,8
743600_9_5,9
743600_9_8,2
743600_9_9,7
743600_9_12,0
743600_9_14,8
743600_9_15,4
743600_9_17,5
743600_9_18,2
743600_9_21,6
743600_9_23,0
743600_9_24,4
743600_9_25,3
743600_10_1,8
743600_10_4,1
743600_10_5,7
743600_10_8,4
743600_10_9,5
743600_10_12,0
743600_10_15,6
743600_10_16,8
743600_10_17,8
743600_10_18,6
743600_10_20,3
743600_10_27,0
743600_10_28,5
743600_10_29,5
743600_11_3,2
743600_11_8,1
743600_11_10,9
743600_11_11,2
743600_11_12,1
743600_11_13,2
743600_11_16,6
743600_12_2,5
743600_12_4,4
743600_12_5,4
743600_12_8,7
743600_12_9,1
743600_12_11,8
743600_12_13,3
743600_12_15,2
743600_12_16,1
743600_12_17,0
743600_13_1,8
743600_13_5,2
743600_13_6,4
743600_13_7,4
743600_13_10,8
743600_13_11,2
743600_13_15,5
743600_13_16,2
743600_13_19,4
743600_13_22,2
743600_13_23,7
743600_14_3,9
743600_15_7,6
743600_15_8,3
743600_15_9,3
743600_15_13,9
743600_15_15,2
743600_15_18,9
743600_15_21,3
743600_15_22,1
743600_16_2,2
743600_16_7,7
743600_16_9,4
743600_16_12,6
743600_17_2,4
743600_17_5,0
743600_17_7,4
743600_17_8,7
743600_17_11,0
743600_17_14,9
743600_17_17,1
743600_17_18,8
743600_17_21,7
743600_18_5,3
743600_18_14,3
743600_18_16,3
743600_18_18,0
743600_18_19,6
743600_18_20,7
743600_18_21,8
743600_18_23,2
743600_18_24,2
743600_18_28,5
743600_18_31,0
743600_18_32,9
743600_18_35,0
743600_18_36,2
754914_1_2,6
754914_1_3,8
754914_1_4,8
754914_1_8,6
754914_1_10,2
754914_1_12,6
754914_1_13,5
754914_1_17,8
754914_1_23,6
754914_1_25,4
754914_1_26,6
754914_2_3,8
754914_2_5,6
754914_2_6,8
754914_2_8,7
754914_2_11,0
754914_2_12,2
754914_2_15,2
754914_2_16,0
754914_3_1,9
754914_3_4,9
754914_3_7,3
754914_3_8,6
754914_3_11,8
754914_3_12,0
754914_3_17,4
754914_3_19,4
754914_3_22,1
754914_3_23,2
754914_3_25,0
754914_3_27,2
754914_3_29,3
754914_4_2,8
754914_4_4,8
754914_4_5,0
754914_4_9,5
754914_4_10,6
754914_4_11,8
754914_4_15,6
754914_4_17,0
754914_5_4,9
754914_5_5,3
754914_5_7,9
754914_5_8,7
754914_6_2,7
754914_6_3,9
754914_6_5,4
754914_6_7,7
754914_6_12,4
754914_6_15,9
754914_7_4,6
754914_7_7,3
754914_7_8,6
754914_7_11,8
754914_7_14,7
754914_7_17,8
754914_7_22,4
754914_7_23,7
754914_7_26,8
754914_8_1,4
754914_8_3,5
754914_8_4,2
754914_8_5,5
754914_8_9,4
754914_8_10,3
754914_8_12,8
754914_8_14,2
754914_8_17,4
754914_9_4,7
754914_9_6,2
754914_9_8,6
754914_9_10,4
754914_9_12,0
754914_9_16,3
754914_9_19,6
754914_9_22,2
754914_9_24,0
754914_9_26,5
754914_10_1,7
754914_10_4,1
754914_10_7,2
754914_10_8,8
754914_10_11,3
754914_10_12,6
754914_10_16,9
754914_10_17,4
754914_10_19,7
754914_10_20,2
754914_10_21,4
754914_10_23,1
754914_10_24,6
754914_10_28,2
754914_10_30,5
754914_10_31,8
754914_10_36,5
754914_10_37,4
754914_10_41,0
754914_10_44,9
754914_10_46,7
754914_11_1,8
754914_11_3,6
754914_11_5,4
754914_11_8,8
754914_12_1,1
754914_12_4,0
754914_12_5,4
754914_13_2,1
754914_13_4,4
754914_13_6,5
754914_13_7,1
754914_13_10,0
754914_13_13,6
754914_13_15,9
754914_13_17,9
754914_13_18,7
754914_14_1,7
754914_14_3,0
754914_14_6,1
754914_14_7,2
754914_14_10,8
754914_14_12,1
754914_14_15,1
754914_14_17,0
754914_14_18,0
754914_14_20,8
754914_14_22,4
754914_14_23,6
754914_14_29,7
754914_14_31,0
754914_14_32,8
754914_14_35,0
754914_14_38,4
754914_14_43,3
754914_14_44,9
754914_14_47,5
754914_14_48,2
754914_14_51,9
754914_14_52,1
754914_14_55,0
754914_14_56,7
754914_14_58,3
754914_14_61,4
785740_1_4,8
785740_1_7,5
785740_1_12,4
785740_1_14,9
785740_1_18,3
785740_1_19,4
785740_1_23,7
785740_1_25,2
785740_1_27,7
785740_1_28,0
785740_1_33,1
785740_1_35,4
785740_1_36,1
785740_1_37,6
785740_1_40,5
785740_1_41,7
785740_1_44,7
785740_2_1,3
785740_2_5,5
785740_2_9,3
785740_2_10,1
785740_2_11,4
785740_2_13,8
785740_2_15,4
785740_2_22,5
785740_3_4,9
785740_3_6,8
785740_3_9,6
785740_3_12,8
785740_3_14,0
785740_3_16,1
785740_3_19,8
785740_3_20,8
785740_3_22,6
785740_3_24,5
785740_3_26,8
785740_3_27,7
785740_3_30,4
785740_3_34,0
785740_3_35,1
785740_3_37,1
785740_3_38,2
785740_3_40,4
785740_3_44,6
785740_4_1,5
785740_4_5,2
785740_4_9,3
785740_4_10,3
785740_5_1,1
785740_5_5,2
785740_5_7,7
785740_5_9,2
785740_5_10,7
785740_5_13,9
785740_5_14,0
785740_6_2,6
785740_6_4,3
785740_6_9,3
785740_6_10,1
785740_6_12,5
785740_6_15,2
785740_6_16,4
785740_6_21,6
785740_6_23,2
785740_6_26,5
785740_6_27,8
785740_6_30,3
785740_6_31,3
785740_6_33,1
785740_6_34,5
785740_6_36,4
785740_7_1,4
785740_7_4,0
785740_7_6,4
785740_7_7,7
785740_7_11,1
785740_7_12,8
785740_7_14,5
785740_7_15,2
785740_8_4,8
785740_8_7,1
785740_8_8,4
785740_8_13,2
785740_8_15,4
785740_8_21,0
785740_8_23,0
785740_9_1,0
785740_9_4,3
785740_9_7,3
785740_9_8,2
785740_9_11,9
785740_9_14,8
785740_9_17,5
785740_9_19,8
785740_10_1,2
785740_10_2,0
785740_10_6,8
785740_10_7,0
785740_11_3,3
785740_11_6,0
785740_11_8,0
785740_11_10,6
785740_11_14,3
785740_11_17,1
785740_12_6,7
785740_12_7,0
785740_12_12,3
785740_12_15,2
785740_12_16,1
785740_12_19,1
785740_12_22,6
785740_12_24,8
785740_12_26,1
785740_12_27,4
785740_12_28,8
785740_12_29,5
785740_12_31,3
785740_12_32,9
785740_12_35,9
785740_12_36,1
785740_13_1,1
785740_13_5,5
785740_13_8,7
785740_13_9,3
785740_13_16,9
785740_13_18,3
785740_13_20,4
785740_13_22,5
785740_13_23,7
785740_14_1,6
785740_14_3,6
785740_14_4,7
785740_15_4,5
785740_15_6,3
785740_15_7,1
785740_15_9,5
785740_15_13,6
785740_15_14,5
785740_15_17,4
785740_15_19,7
785740_15_20,6
785740_16_3,0
785740_16_5,9
785740_16_6,8
785740_16_9,4
785740_16_10,0
785740_16_12,3
785740_16_14,7
785740_16_16,5
785740_16_18,6
785740_16_19,6
785740_17_3,7
785740_17_5,3
785740_17_7,4
785740_17_8,4
785740_17_9,9
785740_17_11,8
785740_17_12,3
785740_18_6,8
785740_18_9,6
785740_18_10,4
785740_18_12,8
785740_18_16,1
785740_18_17,9
785740_18_20,0
785740_18_21,0
848739_1_3,5
848739_1_5,1
848739_1_6,4
848739_1_8,4
848739_1_11,9
848739_1_14,6
848739_1_15,3
848739_1_17,4
848739_1_21,0
848739_1_22,3
848739_1_25,8
848739_1_26,8
848739_1_30,6
848739_1_35,2
848739_1_36,0
848739_1_38,7
848739_1_42,8
848739_1_43,9
848739_1_46,2
848739_1_49,1
848739_1_51,3
848739_1_56,7
848739_1_57,1
848739_1_63,7
848739_1_64,6
848739_1_67,5
848739_1_70,1
848739_1_71,7
848739_2_2,0
848739_2_5,1
848739_2_6,5
848739_2_9,4
848739_2_12,5
848739_2_13,1
848739_2_14,9
848739_2_15,1
848739_2_18,9
848739_2_21,2
848739_2_25,7
848739_2_26,4
848739_2_31,7
848739_2_33,5
848739_2_35,7
848739_2_37,7
848739_2_39,7
848739_2_41,9
848739_2_44,2
848739_2_47,1
848739_2_50,9
848739_2_53,8
848739_2_54,7
848739_2_58,7
848739_2_59,4
848739_2_64,5
848739_2_67,0
848739_2_71,8
848739_2_72,1
848739_2_76,7
848739_2_77,4
848739_2_80,2
848739_2_86,6
848739_2_87,6
848739_2_89,5
848739_2_92,2
848739_2_93,1
848739_2_95,7
848739_2_97,5
848739_2_99,7
848739_2_104,8
848739_2_107,0
848739_2_108,5
848739_2_110,0
848739_2_111,5
848739_2_114,5
848739_2_115,1
848739_2_118,5
848739_2_122,0
848739_2_126,1
848739_2_129,9
848739_2_133,2
848739_2_134,9
848739_2_137,3
848739_2_141,2
848739_2_142,3
848739_2_145,3
848739_2_147,1
848739_2_150,6
848739_2_153,3
848739_2_156,7
848739_2_158,9
848739_2_162,1
848739_2_165,9
848739_2_169,4
848739_2_171,5
848739_2_175,6
848739_2_176,1
913093_1_2,0
913093_1_6,0
913093_1_9,3
913093_1_10,6
913093_1_12,1
913093_1_14,9
913093_1_17,3
913093_1_20,6
913093_2_1,3
913093_2_6,6
913093_2_11,0
913093_2_12,0
913093_2_14,1
913093_2_16,4
913093_2_17,8
913093_2_19,0
913093_2_22,7
913093_3_5,2
913093_3_8,6
913093_3_9,2
913093_3_12,4
913093_3_13,8
913093_3_16,5
913093_3_18,8
913093_3_22,6
913093_3_23,5
913093_3_25,3
913093_3_27,3
913093_3_29,7
913093_3_34,3
913093_3_38,5
913093_3_40,9
913093_3_42,0
913093_3_44,9
913093_3_46,4
913093_3_47,6
913093_3_51,7
913093_4_2,4
913093_4_4,8
913093_4_8,9
913093_4_11,5
913093_4_16,9
913093_4_19,3
913093_4_20,6
913093_4_22,9
913093_4_28,2
913093_4_31,0
913093_4_34,8
913093_4_35,6
913093_4_38,2
913093_4_39,1
913093_5_2,4
913093_5_3,3
913093_5_6,7
913093_5_9,0
913093_5_12,8
913093_5_13,2
913093_5_15,6
913093_5_17,5
913093_5_18,3
913093_5_19,4
913093_5_21,6
913093_5_24,6
913093_5_26,4
913093_5_27,5
913093_6_4,3
913093_6_7,8
913093_6_10,9
913093_6_11,4
913093_6_14,4
913093_6_16,0
913093_6_18,5
913093_6_19,6
913093_7_2,0
913093_7_3,1
913093_7_5,6
913093_7_7,3
913093_7_12,6
913093_7_14,7
913093_7_16,6
913093_8_1,3
913093_8_7,7
913093_8_9,6
913093_8_12,7
913093_8_15,3
913093_8_16,0
913093_8_19,1
913093_8_22,1
913093_8_25,3
913093_9_1,0
913093_9_4,9
913093_9_5,7
913093_9_8,8
913093_9_10,3
913093_9_11,3
913093_9_13,4
913093_9_14,0
913093_9_16,1
913093_9_21,7
913093_9_23,7
913093_9_28,8
913093_9_32,7
913093_10_4,2
913093_10_5,7
913093_10_8,5
913093_10_10,8
913093_10_11,5
913093_10_14,2
913093_10_15,1
913093_10_18,5
913093_10_22,1
913093_10_23,7
913093_10_26,4
913093_10_27,3
913093_11_2,2
913093_11_4,5
913093_11_6,5
913093_11_10,5
913093_11_12,7
913093_12_6,3
913093_12_9,8
913093_12_10,3
913093_12_14,9
913093_12_15,9
913093_12_20,0
913093_12_22,7
913093_13_4,7
913093_13_5,4
913093_13_8,7
913093_13_12,9
913093_13_17,4
913093_13_19,6
913093_13_20,0
913093_13_23,1
913093_14_1,1
913093_14_3,0
913093_14_6,3
913093_14_9,3
913093_14_10,6
913093_14_14,8
913093_14_15,8
913093_14_18,9
913093_14_19,0
913093_14_21,2
913093_14_22,7
959618_1_1,5
959618_1_3,6
959618_1_6,9
959618_1_8,3
959618_1_11,3
959618_1_12,5
959618_1_14,5
959618_1_19,0
959618_1_20,3
959618_1_23,7
959618_1_27,1
959618_1_30,8
959618_1_31,3
959618_1_33,0
959618_2_2,6
959618_2_3,8
959618_2_6,5
959618_2_7,4
959618_2_10,9
959618_2_13,8
959618_2_15,6
959618_2_18,9
959618_2_21,3
959618_2_22,5
959618_2_24,6
959618_2_26,2
959618_2_28,7
959618_2_29,1
959618_2_31,8
959618_2_32,6
959618_3_2,0
959618_3_5,5
959618_3_7,6
959618_3_8,3
959618_4_3,4
959618_4_6,1
959618_4_9,8
959618_4_10,1
959618_4_13,0
959618_4_16,8
959618_4_19,6
959618_4_21,8
959618_4_23,8
959618_4_25,4
959618_4_26,3
959618_4_27,6
959618_4_30,5
959618_4_31,7
959618_5_1,0
959618_5_3,5
959618_5_4,4
959618_5_5,5
959618_5_6,2
959618_5_9,7
959618_5_10,7
959618_5_11,4
959618_5_18,9
959618_5_20,5
959618_6_3,3
959618_6_5,4
959618_6_6,0
959618_6_11,2
959618_6_15,4
959618_7_2,5
959618_7_4,6
959618_7_5,0
959618_7_8,0
959618_7_11,9
959618_7_17,4
959618_7_23,5
959618_7_26,1
959618_7_27,6
959618_7_28,2
959618_7_33,6
959618_7_35,3
959618_8_3,2
959618_8_4,9
959618_8_6,5
959618_8_8,5
959618_8_11,8
959618_9_3,4
959618_9_4,4
959618_9_7,5
959618_9_11,9
959618_9_15,3
959618_9_16,6
959618_9_17,3
959618_10_2,5
959618_10_3,2
959618_10_5,6
959618_10_6,0
959618_10_8,9
959618_10_9,0
959618_10_11,4
959618_10_12,3
959618_10_13,1
959618_11_3,7
959618_11_6,1
959618_11_8,1
959618_11_9,7
959618_11_12,1
959618_11_14,8
959618_11_16,7
959618_11_17,8
959618_11_20,6
959618_11_21,5
959618_12_2,6
959618_12_3,1
959618_12_4,4
959618_12_5,6
959618_12_7,6
959618_12_9,4
959618_12_11,3
959618_12_14,1
959618_12_15,0
959618_12_19,7
959618_12_21,2
959618_12_23,9
959618_12_24,6
959618_12_26,9
959618_13_2,0
959618_13_4,3
959618_13_5,7
959618_13_7,0
959618_13_8,3
959618_13_11,4
959618_13_13,5
959618_13_15,8
959618_13_16,6
959618_13_19,4
959618_13_22,4
959618_13_24,5
959618_13_26,4
959618_13_30,7
959618_14_1,1
959618_14_6,9
959618_14_9,3
959618_14_10,4
959618_14_13,5
959618_14_16,2
959618_14_18,2
959618_14_20,5
959618_14_21,2
959618_14_23,9
959618_14_25,1
959618_15_2,7
959618_15_4,0
959618_15_6,1
959618_15_10,4
959618_15_11,8
959618_15_13,0
959618_15_16,8
959618_15_17,8
959618_16_1,6
959618_16_4,8
959618_16_7,6
959618_16_8,0
959618_16_10,6
959618_16_11,3
959618_16_12,6
959618_16_13,8
959618_16_16,1
959618_16_20,3
959618_16_27,4
959618_16_29,6
959618_16_31,0
959618_16_33,9
959618_16_36,5
959618_16_41,7
959618_16_42,2
959618_16_44,3
959618_16_49,7
959618_16_50,8
959618_16_51,0
959618_16_54,5
959618_16_60,3
959618_16_61,1
959618_16_64,4
97262_1_2,7
97262_1_4,6
97262_1_5,5
97262_1_7,5
97262_1_10,2
97262_1_11,3
97262_1_14,7
97262_1_15,9
97262_2_1,6
97262_2_2,7
97262_2_4,3
97262_2_6,3
97262_2_9,0
97262_2_12,3
97262_2_13,1
97262_2_16,7
97262_2_18,8
97262_2_19,2
97262_2_21,6
97262_2_22,5
97262_2_23,0
97262_2_24,8
97262_2_25,4
97262_2_26,0
97262_2_28,8
97262_2_30,3
97262_3_7,3
97262_3_10,5
97262_3_11,4
97262_3_12,6
97262_3_14,4
97262_4_4,2
97262_4_9,8
97262_4_11,1
97262_4_14,4
97262_4_17,1
97262_5_2,5
97262_5_3,2
97262_5_6,2
97262_5_8,7
97262_5_11,9
97262_5_16,8
97262_5_19,8
97262_5_25,9
97262_5_26,7
97262_5_27,3
97262_5_31,8
97262_5_32,5
97262_5_33,5
97262_5_34,6
97262_6_1,1
97262_6_4,7
97262_6_7,1
97262_6_8,7
97262_6_10,7
97262_6_12,3
97262_6_13,8
97262_6_16,3
97262_6_17,9
97262_6_19,1
97262_6_21,9
97262_6_22,7
97262_7_2,8
97262_7_5,9
97262_7_6,4
97262_7_8,5
97262_7_9,5
97262_7_14,2
97262_7_17,5
97262_8_1,2
97262_8_5,0
97262_8_8,9
97262_8_10,4
97262_8_12,9
97262_8_13,7
97262_8_15,0
97262_9_3,7
97262_9_4,0
97262_9_6,7
97262_9_8,9
97262_9_11,5
97262_9_14,4
97262_9_16,9
97262_9_18,5
97262_9_20,7
97262_9_23,1
97262_9_25,4
97262_10_3,1
97262_10_5,7
97262_10_6,1
97262_10_8,2
97262_10_11,3
97262_10_12,0
1223368_1_1,6
1223368_1_3,1
1223368_1_4,6
1223368_1_5,8
1223368_1_6,5
1223368_2_2,9
1223368_2_4,9
1223368_2_5,8
1223368_2_7,7
1223368_2_8,8
1223368_2_10,1
1223368_2_14,8
1223368_2_16,1
1223368_2_17,6
1223368_2_18,5
1223368_3_4,3
1223368_3_6,3
1223368_3_9,3
1223368_3_10,1
1223368_3_14,1
1223368_3_15,1
1223368_3_16,2
1223368_3_18,3
1223368_3_22,2
1223368_4_1,6
1223368_4_2,3
1223368_4_4,0
1223368_4_6,7
1223368_5_1,6
1223368_5_5,2
1223368_5_8,5
1223368_5_10,7
1223368_5_12,5
1223368_5_13,8
1223368_6_2,9
1223368_6_5,0
1223368_6_7,2
1223368_6_8,7
1223368_6_10,0
1223368_6_13,3
1223368_6_15,5
1223368_6_16,6
1223368_6_20,7
1223368_6_21,8
1223368_6_23,1
1223368_6_25,3
1223368_7_1,6
1223368_7_3,8
1223368_7_4,7
1223368_7_6,1
1223368_7_7,4
1223368_7_9,3
1223368_7_10,2
1223368_8_2,9
1223368_8_6,7
1223368_8_7,7
1223368_8_9,2
1223368_8_10,5
1223368_8_11,8
1223368_9_1,2
1223368_9_4,6
1223368_9_5,6
1223368_9_7,5
1223368_9_10,9
1223368_9_11,7
1223368_9_12,5
1223368_9_16,1
1223368_9_18,3
1223368_9_19,0
1223368_9_20,8
1223368_10_3,9
1223368_10_5,7
1223368_10_6,9
1223368_10_7,5
1223368_11_1,9
1223368_11_2,2
1223368_11_4,0
1223368_11_6,0
1223368_11_8,2
1223368_11_10,4
1223368_12_2,9
1223368_12_3,8
1223368_12_4,9
1223368_12_5,1
1223368_12_9,1
1223368_12_13,1
1223368_12_14,5
1223368_13_3,1
1223368_13_6,5
1223368_13_7,1
1223368_13_10,9
1223368_13_17,2
1223368_13_19,6
1223368_14_3,5
1223368_14_8,3
1223368_14_9,4
1223368_14_11,5
1223368_14_12,6
1223368_14_17,3
1223368_14_20,2
1223368_14_22,6
1223368_14_25,9
1223368_14_28,4
1223368_14_29,8
1223368_14_32,5
1223368_14_35,9
1223368_15_2,3
1223368_15_9,2
1223368_15_10,4
1223368_16_3,7
1223368_16_5,6
1223368_16_7,5
1223368_16_10,9
1223368_16_14,0
1223368_16_15,0
1223368_17_2,5
1223368_17_5,1
1223368_17_6,8
1223368_17_9,8
1223368_17_12,5
1223368_17_13,1
1311812_1_2,2
1311812_1_5,6
1311812_1_8,2
1311812_1_9,6
1311812_1_11,5
1311812_1_14,0
1311812_1_17,4
1311812_1_18,6
1311812_1_20,2
1311812_2_1,8
1311812_2_3,7
1311812_2_6,5
1311812_2_9,8
1311812_2_12,6
1311812_2_13,0
1311812_2_20,7
1311812_2_21,3
1311812_2_23,2
1311812_2_25,4
1311812_2_27,4
1311812_2_30,1
1311812_2_35,4
1311812_2_37,8
1311812_2_39,2
1311812_2_41,0
1311812_2_42,3
1311812_3_3,3
1311812_3_8,6
1311812_3_10,2
1311812_3_12,5
1311812_3_14,7
1311812_4_4,0
1311812_4_8,8
1311812_4_10,0
1311812_4_12,7
1311812_4_16,1
1311812_4_20,2
1311812_4_21,2
1311812_4_23,0
1311812_4_24,7
1311812_5_4,6
1311812_5_7,5
1311812_5_8,8
1311812_5_10,8
1311812_5_12,8
1311812_5_14,1
1311812_5_15,7
1311812_5_17,0
1311812_5_20,4
1311812_5_22,3
1311812_5_24,7
1311812_5_25,5
1311812_5_28,6
1311812_6_2,2
1311812_6_4,4
1311812_6_6,1
1311812_6_8,3
1311812_7_4,3
1311812_7_5,4
1311812_7_8,5
1311812_7_11,9
1311812_7_12,5
1311812_7_15,8
1311812_7_18,3
1311812_7_19,4
1311812_7_21,0
1311812_7_23,1
1311812_7_25,1
1311812_7_28,5
1311812_7_29,1
1311812_7_31,5
1311812_8_1,6
1311812_8_5,9
1311812_9_1,9
1311812_9_5,7
1311812_9_6,7
1311812_9_8,4
1311812_9_11,1
1311812_9_12,3
1311812_9_15,1
1311812_9_18,0
1311812_9_19,4
1311812_10_2,5
1311812_10_3,0
1311812_10_5,9
1311812_10_9,4
1311812_10_12,5
1311812_10_14,4
1311812_10_16,0
1311812_10_18,4
1311812_11_3,6
1311812_11_5,2
1311812_11_6,9
1311812_11_10,7
1311812_11_13,3
1311812_11_15,0
1311812_11_17,6
1311812_11_20,0
1311812_11_23,8
1311812_11_25,7
1311812_11_26,0
1311812_11_28,1
1311812_11_29,5
1311812_12_2,6
1311812_12_6,8
1311812_12_8,6
1311812_12_9,4
1311812_12_15,6
1311812_12_17,8
1311812_12_19,0
1311812_12_21,8
1311812_12_24,6
1311812_12_27,9
1311812_12_32,7
1311812_12_37,4
1311812_12_43,8
1311812_12_46,8
1311812_12_48,9
1311812_13_6,6
1311812_13_9,4
1311812_13_13,2
1311812_13_14,4
1311812_13_16,3
1311812_13_18,4
1311812_13_21,8
1311812_13_22,0
1311812_13_28,0
1311812_14_2,1
1311812_14_5,9
1311812_15_2,8
1311812_15_3,6
1311812_15_5,1
1311812_15_8,6
1311812_15_10,1
1311812_15_13,8
1311812_15_17,0
1311812_15_18,3
1311812_15_20,0
1349534_1_4,6
1349534_1_7,0
1349534_1_8,9
1349534_1_11,2
1349534_1_12,0
1349534_2_2,7
1349534_2_3,2
1349534_2_5,9
1349534_2_6,3
1349534_2_9,1
1349534_2_10,7
1349534_2_13,4
1349534_2_14,8
1349534_2_16,5
1349534_2_18,2
1349534_2_21,7
1349534_2_22,0
1349534_2_25,5
1349534_2_28,8
1349534_2_30,4
1349534_2_32,3
1349534_2_34,9
1349534_2_37,7
1349534_3_3,1
1349534_3_6,3
1349534_3_7,7
1349534_3_13,5
1349534_3_14,2
1349534_3_15,9
1349534_3_24,8
1349534_3_28,2
1349534_4_9,3
1349534_5_2,6
1349534_5_3,8
1349534_5_5,2
1349534_5_8,0
1349534_5_9,3
1349534_5_11,1
1349534_5_15,6
1349534_5_17,7
1349534_5_18,3
1349534_5_20,7
1349534_5_22,4
1349534_5_27,7
1349534_5_31,2
1349534_5_33,4
1349534_5_34,3
1349534_5_39,0
1349534_6_2,2
1349534_6_7,7
1349534_6_8,7
1349534_6_9,5
1349534_6_10,5
1349534_6_13,6
1349534_6_15,7
1349534_6_17,5
1349534_6_22,2
1349534_6_24,0
1349534_6_26,9
1349534_6_28,9
1349534_6_29,8
1349534_6_30,1
1349534_7_4,8
1349534_7_6,4
1349534_7_7,7
1349534_7_11,5
1349534_7_12,5
1349534_7_15,7
1349534_7_17,6
1349534_7_20,2
1349534_8_1,4
1349534_8_5,1
1349534_8_9,8
1349534_8_11,0
1349534_8_16,4
1349534_8_18,8
1349534_8_19,1
1349534_8_22,5
1349534_8_25,0
1349534_8_27,5
1349534_8_30,9
1349534_9_2,6
1349534_9_3,0
1349534_9_6,1
1349534_9_10,7
1349534_9_12,8
1349534_9_14,5
1349534_9_15,7
1349534_9_18,0
1349534_9_23,6
1349534_9_24,6
1349534_9_25,3
1349534_10_4,8
1349534_10_7,6
1349534_10_10,8
1349534_10_11,2
1349534_10_14,5
1349534_10_16,2
1349534_10_17,8
1349534_10_20,4
1349534_10_23,7
1349534_10_25,1
1349534_10_26,8
1349534_10_29,0
1349534_10_31,2
1349534_10_34,5
1349534_10_35,4
1349534_10_38,1
1349534_10_40,2
1349534_10_43,5
1349534_11_1,8
1349534_11_3,7
1349534_11_6,5
1349534_11_8,8
1349534_11_9,3
1349534_11_11,2
1349534_11_14,3
1349534_11_16,6
1349534_11_17,3
1349534_11_18,4
1349534_11_22,9
1349534_11_26,1
1349534_11_29,9
1349534_11_33,7
1349534_11_34,2
1349534_11_36,9
1349534_11_38,7
1349534_11_40,7
1349534_11_42,8
1349534_11_45,3
1349534_11_47,6
1349534_11_54,0
1349534_11_58,5
1349534_11_63,0
1349534_11_64,5
1349534_11_66,9
1349534_11_70,9
1349534_11_73,1
1349534_11_77,2
1349534_11_78,9
1349534_11_83,5
1519803_1_4,8
1519803_1_9,2
1519803_1_11,7
1519803_2_3,3
1519803_2_4,3
